idCourse,idUser,rating,ipUser,timestamp
9820,367309,5,"",1628262207000
9026,296250,5,"",1627145375000
9015,341646,4,"",1626733074000
8260,18655,5,"",1616604949000
11121,17096,4,"",1638982070000
8959,368883,5,"",1625156940000
9836,369079,5,"",1626379953000
6233,383505,5,"",1639087447000
6233,399898,5,"",1638385191000
10912,389966,5,"",1638221170000
8959,18218,5,"",1626194753000
9015,369391,4,"",1623704430000
8954,16027,4,"",1623961857000
11122,17096,5,"",1638982117000
8960,19360,5,"",1624550305000
9875,17746,4,"",1626793071000
10678,399898,5,"",1639512028000
9489,17234,5,"",1624462636000
9015,371317,5,"",1623876792000
8954,16404,5,"",1624309413000
9489,18965,5,"",1624458742000
10828,16877,4,"",1641247022000
6536,18382,4,"",1604345503000
9015,368379,5,"",1624987356000
9820,20175,1,"",1626086226000
10792,18973,5,"",1634739450000
9660,306405,5,"",1628622045000
9015,369566,4,"",1623704066000
9494,375827,4,"",1624480911000
9015,369648,5,"",1625069425000
9490,19741,5,"",1624462802000
10812,16799,5,"",1640310428000
8958,378115,4,"",1626369264000
10800,399508,4,"",1638302307000
11122,403358,3,"",1638982037000
10831,17443,5,"",1636502780000
8726,16243,3,"",1620445766000
7794,19077,1,"",1614737645000
9633,399503,4,"",1636667975000
9494,18704,5,"",1624480988000
9820,377283,4,"",1627620770000
8268,16666,5,"",1616601484000
9101,20235,5,"",1623161141000
8734,16243,3,"",1620426131000
8272,19342,5,"",1616596311000
6535,17118,5,"",1606771702000
9015,369034,5,"",1623704012000
10678,305589,5,"",1637092102000
6536,15872,5,"",1608649234000
8734,18382,5,"",1618432279000
8260,15896,5,"",1624050569000
8954,16867,4,"",1625589200000
9026,16664,5,"",1628259462000
11125,18657,5,"",1638995302000
8322,17234,4,"",1616619394000
10804,367710,5,"",1635296986000
9015,369188,5,"",1623876768000
6727,362746,4,"",1616659849000
8958,369222,5,"",1624643645000
7797,19077,4,"",1614818477000
11121,403358,5,"",1638977489000
9493,375827,3,"",1624476601000
6727,19757,4,"",1605623298000
9015,369478,5,"",1625155456000
9820,379057,3,"",1625185585000
8272,18868,4,"",1616596382000
9820,377285,3,"",1628167792000
6535,24042,4,"",1603995667000
7746,16666,5,"",1625001287000
6233,302516,5,"",1638385182000
11125,403358,3,"",1638993975000
9015,368380,5,"",1624047878000
10800,397275,4,"",1638302431000
8954,19360,5,"",1625675793000
7793,15283,1,"",1614801943000
8955,296209,5,"",1623870039000
9490,376557,4,"",1625043820000
11124,18657,5,"",1638990669000
8260,17234,4,"",1616604935000
8954,341670,5,"",1624898478000
9491,308034,4,"",1624467539000
8272,17877,5,"",1616605070000
9489,19501,5,"",1624463030000
9489,296222,5,"",1624472116000
8732,18382,5,"",1617893415000
8958,380467,5,"",1626469015000
8113,358218,4,"",1621927426000
10678,399514,4,"",1637092328000
8726,18382,5,"",1617817706000
9101,18149,5,"",1623160975000
9489,376557,5,"",1624458792000
10269,15726,5,"",1640923221000
8178,354797,5,"",1613484476000
8957,16238,5,"",1624290343000
11122,401023,5,"",1638982043000
9820,377284,4,"",1628069971000
9660,302489,5,"",1641407859000
6554,18382,5,"",1604338247000
9493,19068,5,"",1624478268000
8272,16666,5,"",1616601373000
10678,399490,5,"",1639511916000
10678,306056,5,"",1632434258000
7796,15790,5,"",1612883590000
8626,358219,5,"",1626525126000
10800,305592,5,"",1638302482000
9877,18634,5,"",1626963510000
9015,369092,5,"",1623794136000
9015,341679,5,"",1623703350000
8960,341679,4,"",1625000433000
8959,371317,5,"",1625681224000
9489,308034,4,"",1624458734000
8961,19360,5,"",1624354008000
7795,20025,4,"",1623914367000
6548,15790,5,"",1604333011000
