id_path,id_item,in_slot,prerequisites,sequence,mode,delay_time,delay_time_unit
20,1796,0,"",5,all,"",""
32,6152,0,"",7,all,"",""
27,6629,0,"",1,all,"",""
53,7782,0,"",2,all,"",""
16,4442,0,"",0,all,"",""
67,7791,0,"",3,all,"",""
70,114,0,"",0,all,"",""
92,8011,0,"",4,all,0,""
3,90,0,"",3,all,"",""
74,122,0,"",5,all,"",""
47,16,0,"",3,all,"",""
128,52,0,"",9,all,"",""
76,7931,0,"",3,all,0,""
61,112,0,"",11,all,"",""
123,8510,0,"",10,all,"",""
35,3059,0,"",0,all,"",""
20,3897,0,"",9,all,"",""
25,6496,0,"",5,all,"",""
16,5157,0,"",13,all,"",""
95,8448,0,"",7,all,0,""
43,3254,0,"",2,all,"",""
119,8150,0,"",2,all,"",""
2,82,0,"",16,all,"",""
121,2045,0,"",10,all,"",""
50,7766,0,"",12,all,"",""
71,4257,0,"",4,all,"",""
127,8544,0,"",0,all,"",""
8,43,0,"",14,all,"",""
121,41,0,"",13,all,"",""
61,7776,0,"",6,all,"",""
12,41,0,"",4,all,"",""
23,2477,0,"",8,all,"",""
2,6107,0,"",11,all,"",""
1,17,0,"",0,all,"",""
8,71,0,"",1,all,"",""
75,7922,0,"",6,all,0,""
20,3762,0,"",10,all,"",""
123,8505,0,"",5,all,"",""
119,8420,0,"",21,all,"",""
70,43,0,"",7,all,"",""
36,7923,0,"",4,all,0,""
118,8401,0,"",6,all,0,""
68,46,0,"",0,all,"",""
2,50,0,"",15,all,"",""
74,7796,0,"",4,all,"",""
72,7508,0,"",0,all,"",""
118,8397,0,"",3,all,0,""
2,8099,0,"",23,all,"",""
18,6011,0,"",1,all,"",""
15,6234,0,"",8,all,"",""
88,7974,0,"",1,all,"",""
4,92,0,"",0,all,"",""
119,8382,0,"",11,all,"",""
10,114,0,"",0,all,"",""
15,7505,0,"",2,all,"",""
43,4621,0,"",4,all,"",""
74,8025,0,"",1,all,"",""
126,8411,0,"",6,all,"",""
45,1243,0,"",6,all,"",""
43,3152,0,"",5,all,"",""
14,1862,0,"",4,all,"",""
12,116,0,"",6,all,"",""
10,127,0,"",10,all,"",""
91,7992,0,"",6,all,"",""
80,7922,0,"",3,all,0,""
89,7983,0,"",4,all,0,""
45,5463,0,"",3,all,"",""
2,41,0,"",10,all,"",""
14,19,0,"",0,all,"",""
115,8130,0,"",1,all,0,""
24,4206,0,"",2,all,"",""
12,127,0,"",10,all,"",""
54,7791,0,"",3,all,"",""
57,7787,0,"",3,all,"",""
128,8447,0,"",17,all,"",""
120,8444,0,"",3,all,0,""
74,7922,0,"",8,all,0,""
119,8378,0,"",8,all,"",""
111,94,0,"",0,all,"",""
126,8382,0,"",1,all,0,""
110,8048,0,"",4,all,"",""
53,7783,0,"",3,all,"",""
62,6525,0,"",13,all,"",""
23,1020,0,"",1,all,"",""
49,7757,0,"",5,all,"",""
14,2516,0,"",6,all,"",""
64,7829,0,"",1,all,"",""
61,7773,0,"",3,all,"",""
123,8513,0,"",13,all,"",""
30,4598,0,"",2,all,"",""
28,4228,0,"",7,all,"",""
128,9,0,"",7,all,"",""
74,7899,0,"",6,all,"",""
79,7922,0,"",1,all,0,""
123,8514,0,"",14,all,"",""
74,7882,0,"",2,all,"",""
60,7812,0,"",4,all,"",""
44,2451,0,"",5,all,"",""
76,7909,0,"",6,all,0,""
2,8016,0,"",18,all,"",""
10,133,0,"",9,all,"",""
16,6585,0,"",12,all,"",""
50,134,0,"",7,all,"",""
110,8047,0,"",3,all,"",""
20,5903,0,"",16,all,"",""
128,8110,0,"",6,all,"",""
59,7806,0,"",0,all,"",""
22,6271,0,"",1,all,"",""
110,8049,0,"",6,all,"",""
112,8110,0,"",1,all,0,""
42,2507,0,"",1,all,"",""
128,69,0,"",11,all,"",""
110,8050,0,"",0,all,"",""
96,8041,0,"",1,all,"",""
101,8074,0,"",4,all,0,""
100,8069,0,"",3,all,0,""
102,8076,0,"",2,all,0,""
43,6242,0,"",0,all,"",""
128,8080,0,"",16,all,"",""
43,4327,0,"",6,all,"",""
2,7669,0,"",2,all,"",""
